order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,order_month,order_year,revenue,discount_amount,net_sales,cost_price,profit
O02170,2025-08-14,C0516,P0619,Online,Online,1,181.23,0.2,144.98,8,2025,181.23,0.36,180.87,113.49,67.74
O02171,2024-12-23,C0469,P1062,S021,In-Store,1,206.93,0.05,196.58,12,2024,206.93,0.1,206.83,127.71,79.22
O02172,2025-02-23,C0595,P1098,S006,In-Store,2,91.83,0.2,146.93,2,2025,183.66,0.37,183.29,63.28,57.1
O02173,2025-10-10,C0598,P1093,Online,Online,1,143.78,0.1,129.4,10,2025,143.78,0.14,143.64,98.24,45.54
O02174,2025-01-14,C0476,P0341,S032,In-Store,2,44.4,0.2,71.04,1,2025,88.8,0.18,88.62,31.72,25.36
O02175,2024-11-19,C0334,P0350,Online,Online,2,169.74,0.0,339.48,11,2024,339.48,0.0,339.48,102.85,133.78
O02176,2025-04-03,C0142,P0939,Online,Online,2,201.44,0.2,322.3,4,2025,402.88,0.81,402.07,118.69,165.5
O02177,2024-07-07,C0616,P0125,Online,Online,1,44.79,0.05,42.55,7,2024,44.79,0.02,44.77,28.31,16.48
O02178,2025-07-18,C0258,P0734,S049,In-Store,10,33.37,0.05,317.0,7,2025,333.7,0.17,333.53,19.21,141.6
O02179,2025-04-15,C0552,P1173,S055,In-Store,1,245.1,0.0,245.1,4,2025,245.1,0.0,245.1,139.38,105.72
O02180,2025-02-06,C0312,P1107,S039,In-Store,2,333.55,0.2,533.68,2,2025,667.1,1.33,665.77,181.41,304.28
O02181,2024-07-03,C0761,P0217,S026,In-Store,3,197.95,0.05,564.16,7,2024,593.85,0.3,593.55,167.2,92.25
O02182,2024-06-07,C0457,P0758,S003,In-Store,1,218.78,0.0,218.78,6,2024,218.78,0.0,218.78,135.84,82.94
O02183,2025-10-02,C0695,P0706,S048,In-Store,3,160.6,0.2,385.44,10,2025,481.8,0.96,480.84,111.8,146.4
O02184,2025-03-10,C0797,P0498,S013,In-Store,1,35.81,0.0,35.81,3,2025,35.81,0.0,35.81,19.73,16.08
O02185,2025-03-23,C0366,P0793,Online,Online,1,273.34,0.1,246.01,3,2025,273.34,0.27,273.07,166.17,107.17
O02186,2025-04-15,C0196,P0897,S042,In-Store,1,118.01,0.1,106.21,4,2025,118.01,0.12,117.89,84.91,33.1
O02187,2024-11-25,C0583,P0106,S030,In-Store,1,117.1,0.0,117.1,11,2024,117.1,0.0,117.1,97.34,19.76
O02188,2025-05-26,C0543,P0966,Online,Online,1,159.24,0.0,159.24,5,2025,159.24,0.0,159.24,81.86,77.38
O02189,2024-08-11,C0646,P0417,S056,In-Store,2,56.54,0.0,113.08,8,2024,113.08,0.0,113.08,43.26,26.56
O02190,2024-06-01,C0277,P0605,S016,In-Store,1,216.21,0.05,205.4,6,2024,216.21,0.11,216.1,116.5,99.71
O02191,2025-04-05,C0044,P0805,S042,In-Store,2,290.78,0.1,523.4,4,2025,581.56,0.58,580.98,171.72,238.12
O02192,2025-09-21,C0572,P0820,S023,In-Store,2,310.73,0.05,590.39,9,2025,621.46,0.31,621.15,0.0,67.74
O02193,2024-04-17,C0039,P0773,Online,Online,2,311.06,0.05,591.01,4,2024,622.12,0.31,621.81,170.36,281.4
O02194,2025-03-01,C0352,P0188,S030,In-Store,2,302.59,0.05,574.92,3,2025,605.18,0.3,604.88,172.73,259.72
O02195,2024-10-02,C0435,P0365,Online,Online,1,251.05,0.05,238.5,10,2024,251.05,0.13,250.92,130.95,120.1
O02196,2024-10-18,C0008,P0679,Online,Online,1,313.82,0.1,282.44,10,2024,313.82,0.31,313.51,182.52,131.3
O02197,2025-10-29,C0030,P0529,S030,In-Store,3,135.66,0.2,325.58,10,2025,406.98,0.81,406.17,81.19,163.41
O02198,2025-04-30,C0295,P0666,S014,In-Store,1,78.53,0.2,62.82,4,2025,78.53,0.16,78.37,65.86,12.67
O02199,2025-09-10,C0098,P0474,S020,In-Store,1,140.16,0.0,140.16,9,2025,140.16,0.0,140.16,80.82,59.34
O02200,2025-04-10,C0083,P0280,Online,Online,1,31.96,0.1,28.76,4,2025,31.96,0.03,31.93,17.25,14.71
O02201,2025-09-17,C0170,P0684,Online,Online,1,222.84,0.05,211.7,9,2025,222.84,0.11,222.73,161.31,61.53
O02202,2025-03-27,C0674,P0378,S059,In-Store,1,99.58,0.0,99.58,3,2025,99.58,0.0,99.58,76.67,22.91
O02203,2025-07-10,C0797,P0967,Online,Online,2,177.85,0.05,337.91,7,2025,355.7,0.18,355.52,94.1,167.5
O02204,2024-08-06,C0474,P1013,Online,Online,2,325.64,0.1,586.15,8,2024,651.28,0.65,650.63,185.11,281.06
O02205,2025-04-10,C0558,P0504,S035,In-Store,1,23.22,0.1,20.9,4,2025,23.22,0.02,23.2,13.96,9.26
O02206,2024-07-11,C0328,P1134,S011,In-Store,1,40.51,0.1,36.46,7,2024,40.51,0.04,40.47,26.67,13.84
O02207,2024-05-09,C0354,P0286,S020,In-Store,3,43.94,0.0,131.82,5,2024,131.82,0.0,131.82,31.01,38.79
O02209,2024-11-20,C0056,P0688,S033,In-Store,4,83.95,0.0,335.8,11,2024,335.8,0.0,335.8,58.01,103.76
O02210,2025-01-29,C0613,P0189,Online,Online,3,177.09,0.2,425.02,1,2025,531.27,1.06,530.21,159.18,53.73
O02211,2025-08-17,C0482,P0471,S040,In-Store,3,157.43,0.05,448.68,8,2025,472.29,0.24,472.05,112.62,134.43
O02212,2024-06-28,C0144,P0609,S033,In-Store,1,240.26,0.1,216.23,6,2024,240.26,0.24,240.02,0.0,67.74
O02213,2024-06-06,C0135,P0944,Online,Online,2,64.12,0.1,115.42,6,2024,128.24,0.13,128.11,41.35,45.54
O02214,2025-04-17,C0584,P0940,Online,Online,1,21.41,0.1,19.27,4,2025,21.41,0.02,21.39,16.72,4.69
O02215,2025-08-07,C0617,P0416,Online,Online,1,166.68,0.05,158.35,8,2025,166.68,0.08,166.6,149.54,17.14
O02216,2024-07-15,C0547,P0062,Online,Online,2,234.63,0.0,469.26,7,2024,469.26,0.0,469.26,138.0,193.26
O02217,2025-06-13,C0431,P0170,S004,In-Store,2,106.52,0.05,202.39,6,2025,213.04,0.11,212.93,0.0,67.74
O02218,2024-04-21,C0659,P1067,S011,In-Store,2,301.78,0.2,482.85,4,2024,603.56,1.21,602.35,160.88,281.8
O02219,2024-10-31,C0525,P0971,Online,In-Store,1,251.33,0.05,238.76,10,2024,251.33,0.13,251.2,166.83,84.5
O02220,2024-06-19,C0570,P0139,S011,In-Store,2,334.96,0.2,535.94,6,2024,669.92,1.34,668.58,185.16,299.6
O02221,2024-08-22,C0201,P0019,Online,Online,1,175.44,0.2,140.35,8,2024,175.44,0.35,175.09,121.3,54.14
O02222,2024-10-08,C0700,P0128,S007,In-Store,2,115.63,0.2,185.01,10,2024,231.26,0.46,230.8,58.49,114.28
O02223,2024-10-23,C0418,P0669,S013,In-Store,1,95.28,0.1,85.75,10,2024,95.28,0.1,95.18,75.05,20.23
O02224,2024-06-05,C0494,P1048,Online,Online,1,60.3,0.0,60.3,6,2024,60.3,0.0,60.3,41.7,18.6
O02225,2025-03-13,C0702,P0979,Online,Online,2,117.11,0.1,210.8,3,2025,234.22,0.23,233.99,65.36,103.5
O02226,2025-08-04,C0508,P0179,S028,In-Store,1,82.77,0.2,66.22,8,2025,82.77,0.17,82.6,51.26,31.51
O02227,2024-06-12,C0606,P0814,S004,In-Store,3,222.65,0.1,601.16,6,2024,667.95,0.67,667.28,157.04,196.83
O02228,2024-05-10,C0405,P0279,S036,In-Store,1,62.1,0.1,55.89,5,2024,62.1,0.06,62.04,51.34,10.76
O02229,2025-04-03,C0644,P0880,Online,Online,1,166.53,0.1,149.88,4,2025,166.53,0.17,166.36,97.2,69.33
O02230,2024-05-26,C0601,P1177,S001,In-Store,2,59.49,0.0,118.98,5,2024,118.98,0.0,118.98,42.92,33.14
O02231,2025-04-20,C0545,P0998,S030,In-Store,2,19.62,0.05,37.28,4,2025,39.24,0.02,39.22,13.87,11.5
O02232,2025-05-05,C0544,P0479,S043,In-Store,1,86.86,0.1,78.17,5,2025,86.86,0.09,86.77,66.07,20.79
O02233,2024-10-15,C0721,P0174,S026,In-Store,1,178.88,0.1,160.99,10,2024,178.88,0.18,178.7,123.85,55.03
O02234,2025-08-05,C0174,P0603,S047,In-Store,2,31.8,0.1,57.24,8,2025,63.6,0.06,63.54,24.75,14.1
O02235,2024-11-30,C0686,P0937,S028,In-Store,1,123.13,0.05,116.97,11,2024,123.13,0.06,123.07,69.72,53.41
O02236,2025-08-04,C0379,P1004,S045,In-Store,3,232.49,0.1,627.72,8,2025,697.47,0.7,696.77,157.88,223.83
O02237,2025-01-09,C0129,P1061,S053,In-Store,2,22.95,0.0,45.9,1,2025,45.9,0.0,45.9,11.89,22.12
O02238,2024-07-04,C0073,P0903,S029,In-Store,2,221.79,0.0,443.58,7,2024,443.58,0.0,443.58,165.61,112.36
O02239,2025-04-03,C0306,P1083,S040,In-Store,1,186.78,0.2,149.42,4,2025,186.78,0.37,186.41,140.65,46.13
O02240,2024-09-27,C0473,P0029,S048,In-Store,1,37.24,0.1,33.52,9,2024,37.24,0.04,37.2,28.6,8.64
O02241,2025-08-12,C0268,P0673,S050,In-Store,1,17.35,0.1,15.62,8,2025,17.35,0.02,17.33,14.41,2.94
O02242,2025-12-21,C0211,P0871,S055,In-Store,1,10.05,0.05,9.55,12,2025,10.05,0.01,10.04,8.78,1.27
O02243,2025-02-16,C0400,P1071,Online,Online,2,145.95,0.05,277.3,2,2025,291.9,0.15,291.75,95.48,100.94
O02244,2025-01-13,C0653,P0060,Online,Online,1,146.26,0.1,131.63,1,2025,146.26,0.15,146.11,118.59,27.67
O02245,2025-12-22,C0549,P0233,S036,In-Store,2,82.28,0.05,156.33,12,2025,164.56,0.08,164.48,63.78,37.0
O02246,2024-11-12,C0503,P1103,Online,Online,1,180.59,0.1,162.53,11,2024,180.59,0.18,180.41,158.62,21.97
O02247,2025-08-27,C0023,P1173,S010,In-Store,3,245.1,0.0,735.3,8,2025,735.3,0.0,735.3,139.38,317.16
O02248,2025-04-28,C0590,P0096,S009,In-Store,1,8.71,0.2,6.97,4,2025,8.71,0.02,8.69,6.15,2.56
O02249,2025-01-03,C0599,P0425,Online,Online,2,148.66,0.1,267.59,1,2025,297.32,0.3,297.02,109.47,78.38
O02250,2025-06-08,C0672,P0641,S034,In-Store,2,240.92,0.0,481.84,6,2025,481.84,0.0,481.84,123.63,234.58
O02251,2025-11-13,C0475,P0024,S042,In-Store,1,17.04,0.1,15.34,11,2025,17.04,0.02,17.02,8.8,8.24
O02252,2025-01-06,C0689,P0808,Online,Online,2,276.8,0.0,553.6,1,2025,553.6,0.0,553.6,185.54,182.52
O02253,2025-12-22,C0246,P1197,Online,Online,1,252.57,0.05,239.94,12,2025,252.57,0.13,252.44,154.11,98.46
O02254,2024-10-27,C0545,P0257,S030,In-Store,3,145.59,0.1,393.09,10,2024,436.77,0.44,436.33,118.63,80.88
O02255,2025-01-21,C0322,P0715,Online,Online,2,377.17,0.2,603.47,1,2025,754.34,1.51,752.83,196.0,362.34
O02256,2025-04-22,C0060,P1087,S034,In-Store,1,36.72,0.0,36.72,4,2025,36.72,0.0,36.72,18.53,18.19
O02257,2024-05-11,C0734,P0251,Online,Online,1,201.63,0.1,181.47,5,2024,201.63,0.2,201.43,102.77,98.86
O02258,2025-05-12,C0138,P0613,Online,Online,2,316.84,0.2,506.94,5,2025,633.68,1.27,632.41,194.29,245.1
O02259,2025-08-25,C0071,P0702,S050,In-Store,1,286.8,0.2,229.44,8,2025,286.8,0.57,286.23,178.57,108.23
O02260,2024-05-04,C0775,P0823,Online,Online,1,121.11,0.2,96.89,5,2024,121.11,0.24,120.87,85.42,35.69
O02261,2025-04-08,C0706,P0714,S038,In-Store,1,219.22,0.2,175.38,4,2025,219.22,0.44,218.78,133.22,86.0
O02262,2025-08-25,C0214,P0723,Online,Online,1,170.31,0.0,170.31,8,2025,170.31,0.0,170.31,138.26,32.05
O02263,2025-07-17,C0641,P0683,S055,In-Store,3,27.06,0.2,64.94,7,2025,81.18,0.16,81.02,14.77,36.87
O02264,2025-06-23,C0648,P0597,S015,In-Store,1,105.66,0.0,105.66,6,2025,105.66,0.0,105.66,73.49,32.17
O02265,2025-10-17,C0395,P0769,Online,Online,2,264.99,0.2,423.98,10,2025,529.98,1.06,528.92,163.47,203.04
O02266,2025-01-05,C0365,P0710,S007,In-Store,2,23.5,0.0,47.0,1,2025,47.0,0.0,47.0,14.07,18.86
O02267,2024-08-10,C0252,P0804,S039,In-Store,1,74.98,0.0,74.98,8,2024,74.98,0.0,74.98,54.49,20.49
O02268,2025-03-04,C0520,P0491,S011,In-Store,1,205.2,0.2,164.16,3,2025,205.2,0.41,204.79,156.25,48.95
O02269,2025-01-03,C0162,P1115,S049,In-Store,2,265.8,0.2,425.28,1,2025,531.6,1.06,530.54,0.0,67.74
O02270,2024-08-29,C0351,P0510,Online,Online,1,156.58,0.0,156.58,8,2024,156.58,0.0,156.58,142.22,14.36
O02271,2025-03-08,C0261,P0525,Online,Online,3,9.95,0.2,23.88,3,2025,29.85,0.06,29.79,7.69,6.78
O02272,2024-10-13,C0107,P0945,S020,In-Store,3,83.93,0.05,239.2,10,2024,251.79,0.13,251.66,53.24,92.07
O02273,2024-05-10,C0650,P0613,S016,In-Store,2,316.84,0.0,633.68,5,2024,633.68,0.0,633.68,194.29,245.1
O02274,2025-01-25,C0127,P0076,Online,Online,1,114.03,0.0,114.03,1,2025,114.03,0.0,114.03,83.47,30.56
O02275,2024-06-11,C0219,P0016,Online,Online,1,57.06,0.2,45.65,6,2024,57.06,0.11,56.95,32.23,24.83
O02276,2025-12-04,C0432,P0275,S032,In-Store,1,284.15,0.0,284.15,12,2025,284.15,0.0,284.15,168.64,115.51
O02277,2025-07-19,C0265,P0554,S033,In-Store,2,115.46,0.05,219.37,7,2025,230.92,0.12,230.8,61.88,107.16
O02278,2025-10-09,C0600,P0432,S036,In-Store,2,95.18,0.2,152.29,10,2025,190.36,0.38,189.98,49.8,90.76
O02279,2025-01-03,C0045,P0856,S016,In-Store,1,72.18,0.0,72.18,1,2025,72.18,0.0,72.18,53.24,18.94
O02280,2025-01-27,C0177,P1035,S054,In-Store,1,130.92,0.1,117.83,1,2025,130.92,0.13,130.79,71.44,59.48
O02281,2024-06-19,C0521,P0930,S055,In-Store,2,201.43,0.1,362.57,6,2024,402.86,0.4,402.46,135.99,130.88
O02282,2024-10-03,C0359,P0229,S015,In-Store,1,206.09,0.1,185.48,10,2024,206.09,0.21,205.88,134.08,72.01
O02283,2024-12-28,C0464,P0278,S007,In-Store,3,267.49,0.2,641.98,12,2024,802.47,1.6,800.87,167.82,299.01
O02284,2025-01-23,C0201,P0043,S027,In-Store,2,123.95,0.0,247.9,1,2025,247.9,0.0,247.9,0.0,67.74
O02285,2024-12-12,C0775,P0785,S052,In-Store,3,57.39,0.1,154.95,12,2024,172.17,0.17,172.0,46.09,33.9
O02286,2025-06-09,C0784,P0071,Online,Online,1,171.21,0.05,162.65,6,2025,171.21,0.09,171.12,121.33,49.88
O02287,2025-08-07,C0778,P1070,S032,In-Store,2,20.86,0.2,33.38,8,2025,41.72,0.08,41.64,15.59,10.54
O02288,2025-08-22,C0481,P0907,S022,In-Store,3,221.46,0.05,631.16,8,2025,664.38,0.33,664.05,177.15,132.93
O02290,2025-02-09,C0257,P0193,Online,Online,1,62.96,0.0,62.96,2,2025,62.96,0.0,62.96,32.26,30.7
O02291,2025-08-04,C0637,P0230,S022,In-Store,1,73.43,0.05,69.76,8,2025,73.43,0.04,73.39,47.04,26.39
O02292,2025-12-02,C0652,P0858,S011,In-Store,1,309.56,0.05,294.08,12,2025,309.56,0.15,309.41,195.12,114.44
O02293,2025-04-10,C0357,P0541,S002,In-Store,2,102.78,0.1,185.0,4,2025,205.56,0.21,205.35,53.41,98.74
O02294,2025-01-18,C0174,P0476,S039,In-Store,2,52.23,0.0,104.46,1,2025,104.46,0.0,104.46,43.43,17.6
O02295,2025-12-09,C0364,P0922,S000,In-Store,1,281.17,0.1,253.05,12,2025,281.17,0.28,280.89,150.8,130.37
O02296,2025-03-25,C0067,P0040,Online,Online,2,57.53,0.2,92.05,3,2025,115.06,0.23,114.83,37.43,40.2
O02297,2024-07-22,C0721,P0557,Online,Online,1,40.6,0.05,38.57,7,2024,40.6,0.02,40.58,28.54,12.06
O02298,2025-01-13,C0380,P0491,S041,In-Store,3,205.2,0.0,615.6,1,2025,615.6,0.0,615.6,156.25,146.85
O02299,2025-03-20,C0494,P0633,Online,Online,1,13.12,0.05,12.46,3,2025,13.12,0.01,13.11,11.45,1.67
O02300,2025-06-29,C0283,P1114,S001,In-Store,2,175.02,0.2,280.03,6,2025,350.04,0.7,349.34,90.54,168.96
O02301,2025-09-03,C0399,P0523,S036,In-Store,1,228.06,0.2,182.45,9,2025,228.06,0.46,227.6,0.0,67.74
O02302,2025-08-04,C0181,P0764,Online,Online,3,241.25,0.2,579.0,8,2025,723.75,1.45,722.3,143.88,292.11
O02303,2024-10-16,C0059,P0295,Online,Online,1,33.48,0.0,33.48,10,2024,33.48,0.0,33.48,20.39,13.09
O02304,2025-02-23,C0710,P0438,Online,Online,1,270.3,0.0,270.3,2,2025,270.3,0.0,270.3,193.94,76.36
O02305,2025-06-24,C0636,P0105,Online,Online,1,49.07,0.1,44.16,6,2025,49.07,0.05,49.02,43.88,5.19
O02306,2025-12-28,C0441,P0203,S013,In-Store,1,259.84,0.0,259.84,12,2025,259.84,0.0,259.84,158.79,101.05
O02307,2025-02-19,C0152,P1118,S044,In-Store,3,179.99,0.05,512.97,2,2025,539.97,0.27,539.7,140.01,119.94
O02308,2024-05-31,C0155,P0071,Online,Online,1,171.21,0.1,154.09,5,2024,171.21,0.17,171.04,121.33,49.88
O02309,2025-03-25,C0242,P0800,S026,In-Store,2,100.39,0.05,190.74,3,2025,200.78,0.1,200.68,78.13,44.52
O02310,2025-01-19,C0369,P0402,S034,In-Store,20,19.94,0.0,398.8,1,2025,398.8,0.0,398.8,14.14,116.0
O02311,2025-04-16,C0476,P0974,S001,In-Store,3,92.62,0.0,277.86,4,2025,277.86,0.0,277.86,0.0,67.74
O02312,2025-09-28,C0249,P0279,S051,In-Store,1,62.1,0.0,62.1,9,2025,62.1,0.0,62.1,51.34,10.76
O02313,2024-12-23,C0472,P0442,S005,In-Store,1,206.69,0.05,196.36,12,2024,206.69,0.1,206.59,149.23,57.46
O02314,2024-10-03,C0035,P0924,Online,Online,3,59.5,0.0,178.5,10,2024,178.5,0.0,178.5,34.87,73.89
O02315,2025-10-10,C0553,P0779,S047,In-Store,2,113.02,0.2,180.83,10,2025,226.04,0.45,225.59,78.45,69.14
O02316,2025-05-31,C0670,P0798,S011,In-Store,1,97.75,0.0,97.75,5,2025,97.75,0.0,97.75,54.63,43.12
O02317,2025-02-16,C0259,P0647,S045,In-Store,1,139.35,0.1,125.41,2,2025,139.35,0.14,139.21,105.87,33.48
O02318,2025-02-26,C0476,P0229,S007,In-Store,2,206.09,0.05,391.57,2,2025,412.18,0.21,411.97,134.08,144.02
O02319,2025-11-15,C0070,P0970,S029,In-Store,2,144.34,0.1,259.81,11,2025,288.68,0.29,288.39,87.38,113.92
O02320,2025-02-20,C0416,P0110,S009,In-Store,1,280.19,0.05,266.18,2,2025,280.19,0.14,280.05,170.81,109.38
O02321,2025-06-04,C0300,P0269,Online,Online,1,299.19,0.05,284.23,6,2025,299.19,0.15,299.04,164.29,134.9
O02322,2025-01-23,C0406,P0031,Online,Online,2,340.18,0.05,646.34,1,2025,680.36,0.34,680.02,181.56,317.24
O02323,2025-09-23,C0601,P0552,S009,In-Store,1,167.38,0.0,167.38,9,2025,167.38,0.0,167.38,94.4,72.98
O02324,2025-12-01,C0312,P0913,S030,In-Store,1,211.23,0.05,200.67,12,2025,211.23,0.11,211.12,105.93,105.3
O02325,2025-02-14,C0023,P0426,S026,In-Store,1,289.27,0.1,260.34,2,2025,289.27,0.29,288.98,184.02,105.25
O02326,2024-06-27,C0230,P0267,S005,In-Store,2,349.07,0.2,558.51,6,2024,698.14,1.4,696.74,193.29,311.56
O02327,2025-03-14,C0307,P1141,Online,Online,2,83.18,0.05,158.04,3,2025,166.36,0.08,166.28,51.9,62.56
O02328,2024-05-21,C0353,P0735,S022,In-Store,1,196.86,0.0,196.86,5,2024,196.86,0.0,196.86,158.32,38.54
O02329,2025-06-16,C0134,P0216,Online,Online,3,328.08,0.0,984.24,6,2025,984.24,0.0,984.24,190.95,411.39
O02330,2025-03-18,C0549,P1190,S005,In-Store,2,305.51,0.05,580.47,3,2025,611.02,0.31,610.71,181.82,247.38
O02331,2025-02-13,C0553,P0828,S044,In-Store,3,33.22,0.1,89.69,2,2025,99.66,0.1,99.56,28.38,14.52
O02332,2025-10-31,C0548,P0847,Online,Online,1,292.23,0.2,233.78,10,2025,292.23,0.58,291.65,174.31,117.92
O02333,2025-05-03,C0526,P0862,Online,Online,1,105.88,0.2,84.7,5,2025,105.88,0.21,105.67,85.38,20.5
O02334,2025-11-13,C0060,P0019,S017,In-Store,1,175.44,0.1,157.9,11,2025,175.44,0.18,175.26,121.3,54.14
O02335,2024-08-27,C0024,P1046,S028,In-Store,1,206.49,0.0,206.49,8,2024,206.49,0.0,206.49,141.93,64.56
O02336,2025-10-02,C0112,P1171,Online,Online,1,230.62,0.1,207.56,10,2025,230.62,0.23,230.39,185.92,44.7
O02337,2025-01-07,C0580,P0267,Online,Online,2,349.07,0.1,628.33,1,2025,698.14,0.7,697.44,193.29,311.56
O02338,2025-12-15,C0413,P1169,S048,In-Store,2,50.9,0.05,96.71,12,2025,101.8,0.05,101.75,33.85,34.1
O02339,2025-09-26,C0747,P0261,S050,In-Store,2,128.2,0.1,230.76,9,2025,256.4,0.26,256.14,71.64,113.12
O02340,2024-04-22,C0285,P1106,Online,Online,2,88.1,0.2,140.96,4,2024,176.2,0.35,175.85,52.32,71.56
O02341,2024-04-28,C0040,P1032,Online,Online,4,146.59,0.05,557.04,4,2024,586.36,0.29,586.07,84.11,249.92
O02342,2025-05-02,C0540,P0840,S027,In-Store,1,61.12,0.05,58.06,5,2025,61.12,0.03,61.09,39.44,21.68
O02343,2024-06-26,C0009,P0344,Online,Online,1,196.16,0.05,186.35,6,2024,196.16,0.1,196.06,0.0,67.74
O02344,2024-09-12,C0744,P1006,S047,In-Store,2,262.46,0.05,498.67,9,2024,524.92,0.26,524.66,194.07,136.78
O02345,2024-09-03,C0367,P0673,Online,Online,1,17.35,0.05,16.48,9,2024,17.35,0.01,17.34,14.41,2.94
O02346,2024-12-24,C0002,P0124,Online,Online,3,76.7,0.2,184.08,12,2024,230.1,0.46,229.64,57.83,56.61
O02347,2024-11-14,C0298,P0825,S037,In-Store,1,138.88,0.0,138.88,11,2024,138.88,0.0,138.88,97.93,40.95
O02348,2024-04-13,C0003,P1057,S049,In-Store,1,176.53,0.0,176.53,4,2024,176.53,0.0,176.53,107.05,69.48
O02349,2024-07-15,C0121,P0831,S001,In-Store,1,183.87,0.0,183.87,7,2024,183.87,0.0,183.87,151.28,32.59
O02350,2025-10-15,C0771,P0311,S008,In-Store,2,248.9,0.2,398.24,10,2025,497.8,1.0,496.8,159.77,178.26
O02351,2025-08-12,C0467,P1191,S017,In-Store,1,199.61,0.2,159.69,8,2025,199.61,0.4,199.21,101.14,98.47
O02352,2024-11-16,C0632,P0091,S034,In-Store,1,27.29,0.1,24.56,11,2024,27.29,0.03,27.26,20.11,7.18
O02353,2024-10-20,C0084,P1121,S016,In-Store,3,7.73,0.2,18.55,10,2024,23.19,0.05,23.14,5.89,5.52
O02354,2025-07-07,C0051,P0047,S052,In-Store,1,141.0,0.1,126.9,7,2025,141.0,0.14,140.86,86.75,54.25
O02355,2024-12-19,C0255,P0889,Online,Online,2,13.19,0.0,26.38,12,2024,26.38,0.0,26.38,9.16,8.06
O02356,2025-02-13,C0250,P0912,Online,Online,2,134.46,0.0,268.92,2,2025,268.92,0.0,268.92,92.26,84.4
O02357,2025-01-10,C0087,P0651,Online,Online,1,315.36,0.1,283.82,1,2025,315.36,0.32,315.04,169.86,145.5
O02358,2025-07-30,C0337,P1026,Online,Online,2,42.13,0.1,75.83,7,2025,84.26,0.08,84.18,23.12,38.02
O02359,2025-11-08,C0018,P0387,S051,In-Store,1,19.5,0.0,19.5,11,2025,19.5,0.0,19.5,13.83,5.67
O02360,2024-07-06,C0208,P0663,S017,In-Store,2,164.71,0.2,263.54,7,2024,329.42,0.66,328.76,83.66,162.1
O02361,2024-11-01,C0457,P0658,S036,In-Store,1,136.72,0.1,123.05,11,2024,136.72,0.14,136.58,84.79,51.93
O02362,2024-09-18,C0720,P0559,S027,In-Store,2,286.97,0.2,459.15,9,2024,573.94,1.15,572.79,166.15,241.64
O02363,2025-01-28,C0054,P0195,Online,Online,3,151.18,0.05,430.86,1,2025,453.54,0.23,453.31,77.35,221.49
O02364,2025-06-05,C0659,P0032,S045,In-Store,2,175.11,0.0,350.22,6,2025,350.22,0.0,350.22,135.45,79.32
O02365,2024-06-06,C0155,P0282,S032,In-Store,2,147.51,0.2,236.02,6,2024,295.02,0.59,294.43,116.28,62.46
O02366,2024-12-28,C0785,P0591,Online,In-Store,1,236.24,0.2,188.99,12,2024,236.24,0.47,235.77,122.47,113.77
O02367,2024-12-21,C0543,P0709,S004,In-Store,1,210.81,0.2,168.65,12,2024,210.81,0.42,210.39,165.79,45.02
O02368,2025-03-27,C0332,P0278,S050,In-Store,3,267.49,0.1,722.22,3,2025,802.47,0.8,801.67,167.82,299.01
O02369,2025-03-16,C0197,P0842,Online,In-Store,1,161.17,0.05,153.11,3,2025,161.17,0.08,161.09,139.66,21.51
O02370,2025-11-24,C0465,P0035,Online,Online,1,270.68,0.0,270.68,11,2025,270.68,0.0,270.68,136.31,134.37
O02371,2025-02-25,C0096,P1146,S035,In-Store,2,250.84,0.1,451.51,2,2025,501.68,0.5,501.18,179.22,143.24
O02372,2024-06-14,C0118,P0857,Online,In-Store,1,17.94,0.05,17.04,6,2024,17.94,0.01,17.93,10.57,7.37
O02373,2024-06-26,C0335,P0708,S018,In-Store,1,157.48,0.2,125.98,6,2024,157.48,0.31,157.17,124.12,33.36
O02374,2025-03-26,C0032,P0124,S011,In-Store,1,76.7,0.05,72.86,3,2025,76.7,0.04,76.66,57.83,18.87
O02375,2024-07-19,C0436,P0836,Online,Online,1,60.54,0.0,60.54,7,2024,60.54,0.0,60.54,40.86,19.68
O02376,2024-06-22,C0248,P1069,Online,Online,1,76.9,0.0,76.9,6,2024,76.9,0.0,76.9,51.4,25.5
O02377,2025-09-08,C0740,P0359,Online,Online,2,86.22,0.05,163.82,9,2025,172.44,0.09,172.35,46.73,78.98
O02378,2024-09-04,C0642,P0874,Online,Online,2,119.65,0.0,239.3,9,2024,239.3,0.0,239.3,65.76,107.78
O02379,2025-03-01,C0670,P0541,S045,In-Store,2,102.78,0.1,185.0,3,2025,205.56,0.21,205.35,53.41,98.74
O02380,2025-12-23,C0753,P0879,S020,In-Store,1,168.21,0.05,159.8,12,2025,168.21,0.08,168.13,148.84,19.37
O02381,2024-06-25,C0790,P0529,S046,In-Store,1,135.66,0.0,135.66,6,2024,135.66,0.0,135.66,81.19,54.47
O02382,2024-10-18,C0312,P0363,S028,In-Store,2,382.32,0.2,611.71,10,2024,764.64,1.53,763.11,193.08,378.48
O02383,2024-05-10,C0649,P0614,S001,In-Store,3,332.16,0.0,996.48,5,2024,996.48,0.0,996.48,193.3,416.58
O02384,2024-09-15,C0340,P0484,Online,Online,2,130.78,0.2,209.25,9,2024,261.56,0.52,261.04,84.78,92.0
