product_id,product_name,category,brand,cost_price,unit_price,margin_pct,profitper_unit
P1107,BrandA Too,Apparel,BrandA,181.41,333.55,45.61,60509.31
P1109,BrandA Detail,Electronics,BrandD,121.02,200.18,39.54,24225.78
P1110,BrandA Trip,Apparel,BrandD,70.78,131.11,46.01,9279.97
P1111,BrandD Magazine,Home & Kitchen,BrandA,195.29,316.05,38.21,61721.4
P1112,BrandB Outside,Home & Kitchen,BrandB,154.02,251.63,38.79,38756.05
P1113,BrandC Usually,Electronics,BrandA,58.41,104.07,43.87,6078.73
P1114,BrandB Strong,Home & Kitchen,BrandB,90.54,175.02,48.27,15846.31
P1116,BrandD Hard,Apparel,BrandA,176.53,207.01,14.72,36543.48
P1117,BrandA Until,Apparel,BrandA,142.81,233.4,38.81,33331.85
P1118,BrandC Total,Personal Care,BrandD,140.01,179.99,22.21,25200.4
P1119,BrandC Street,Personal Care,BrandD,51.65,64.93,20.45,3353.63
P1121,BrandC Wife,Home & Kitchen,BrandD,5.89,7.73,23.8,45.53
P1122,BrandA Push,Electronics,BrandC,173.23,344.4,49.7,59660.41
P1123,BrandB Choice,Personal Care,BrandB,58.9,75.06,21.53,4421.03
P1124,BrandB Road,Personal Care,BrandD,39.38,67.07,41.29,2641.22
P1125,BrandA Box,Electronics,BrandC,60.59,90.35,32.94,5474.31
P1126,BrandC Paper,Personal Care,BrandA,25.36,29.09,12.82,737.72
P1127,BrandB Daughter,Apparel,BrandA,99.59,119.95,16.97,11945.82
P1128,BrandB Simply,Personal Care,BrandC,86.72,153.7,43.58,13328.86
P1129,BrandC They,Apparel,BrandA,68.6,81.51,15.84,5591.59
P1130,BrandD Experience,Apparel,BrandD,178.82,208.54,14.25,37291.12
P1131,BrandD Represent,Electronics,BrandD,33.26,64.36,48.32,2140.61
P1132,BrandD Open,Apparel,BrandD,77.83,117.68,33.86,9159.03
P1133,BrandB Care,Home & Kitchen,BrandC,44.43,53.96,17.66,2397.44
P1134,BrandA Goal,Home & Kitchen,BrandB,26.67,40.51,34.16,1080.4
P1136,BrandB Parent,Apparel,BrandB,21.86,40.91,46.57,894.29
P1137,BrandD Region,Apparel,BrandD,168.21,227.29,25.99,38232.45
P1138,BrandD Any,Apparel,BrandB,68.82,111.59,38.33,7679.62
P1139,BrandB Condition,Electronics,BrandD,196.14,222.83,11.98,43705.88
P1140,BrandD Research,Electronics,BrandD,108.57,166.26,34.7,18050.85
P1141,BrandA Cut,Personal Care,BrandD,51.9,83.18,37.61,4317.04
P1142,BrandA Language,Personal Care,BrandB,30.88,42.19,26.81,1302.83
P1143,BrandA Black,Electronics,BrandD,135.46,168.73,19.72,22856.17
P1144,BrandD Enough,Electronics,BrandD,95.43,116.88,18.35,11153.86
P1145,BrandD Likely,Apparel,BrandC,127.23,220.55,42.31,28060.58
P1146,BrandA Road,Electronics,BrandD,179.22,250.84,28.55,44955.54
P1147,BrandA Stop,Home & Kitchen,BrandD,151.81,262.37,42.14,39830.39
P1148,BrandB Low,Electronics,BrandC,148.47,170.64,12.99,25334.92
P1149,BrandC Let,Electronics,BrandA,79.68,121.02,34.16,9642.87
P1150,BrandA Stand,Home & Kitchen,BrandC,39.18,62.8,37.61,2460.5
P1151,BrandA Radio,Apparel,BrandB,196.34,258.14,23.94,50683.21
P1152,BrandA Several,Personal Care,BrandB,151.87,271.06,43.97,41165.88
P1153,BrandC Air,Home & Kitchen,BrandC,103.2,152.8,32.46,15768.96
P1154,BrandA Song,Electronics,BrandC,72.32,111.2,34.96,8041.98
P1155,BrandA My,Personal Care,BrandC,93.14,133.31,30.13,12416.49
P1156,BrandA Probably,Apparel,BrandD,22.03,31.98,31.11,704.52
P1157,BrandB Than,Home & Kitchen,BrandA,26.33,35.5,25.83,934.71
P1158,BrandB Yet,Personal Care,BrandB,175.62,275.48,36.25,48379.8
P1159,BrandA Open,Home & Kitchen,BrandD,194.07,308.05,37.0,59783.26
P1160,BrandB Yes,Personal Care,BrandC,86.93,153.34,43.31,13329.85
P1161,BrandA Cost,Home & Kitchen,BrandB,17.28,32.57,46.95,562.81
P1162,BrandB Put,Home & Kitchen,BrandD,117.85,199.19,40.84,23474.54
P1163,BrandC Sport,Personal Care,BrandD,94.31,151.89,37.91,14324.75
P1164,BrandC Already,Apparel,BrandC,49.22,70.62,30.3,3475.92
P1165,BrandC Surface,Electronics,BrandB,73.86,111.55,33.79,8239.08
P1166,BrandB Not,Apparel,BrandC,40.54,50.99,20.49,2067.13
P1167,BrandB Least,Apparel,BrandB,27.8,55.44,49.86,1541.23
P1168,BrandB Series,Personal Care,BrandC,77.09,99.03,22.15,7634.22
P1169,BrandA Phone,Home & Kitchen,BrandC,33.85,50.9,33.5,1722.96
P1170,BrandB Science,Home & Kitchen,BrandA,184.48,270.1,31.7,49828.05
P1171,BrandD Tax,Apparel,BrandD,185.92,230.62,19.38,42876.87
P1173,BrandB Each,Personal Care,BrandC,139.38,245.1,43.13,34162.04
P1174,BrandA Road,Apparel,BrandA,65.08,95.11,31.57,6189.76
P1175,BrandB Him,Personal Care,BrandC,23.03,26.47,13.0,609.6
P1176,BrandB Young,Apparel,BrandC,43.16,50.72,14.91,2189.08
P1177,BrandD Together,Electronics,BrandD,42.92,59.49,27.85,2553.31
P1179,BrandC Movement,Personal Care,BrandC,7.38,10.41,29.11,76.83
P1180,BrandC Agency,Personal Care,BrandA,47.06,89.37,47.34,4205.75
P1181,BrandD Certain,Personal Care,BrandC,36.94,64.84,43.03,2395.19
P1182,BrandD Measure,Personal Care,BrandB,167.92,275.08,38.96,46191.43
P1183,BrandB Analysis,Apparel,BrandC,97.55,183.47,46.83,17897.5
P1184,BrandC Pressure,Electronics,BrandD,22.25,32.67,31.89,726.91
P1185,BrandC Hold,Personal Care,BrandB,113.38,197.19,42.5,22357.4
P1186,BrandB Activity,Apparel,BrandB,167.3,227.61,26.5,38079.15
P1187,BrandD From,Electronics,BrandC,167.74,230.39,27.19,38645.62
P1188,BrandD Before,Apparel,BrandA,159.29,197.3,19.27,31427.92
P1189,BrandC Cost,Personal Care,BrandA,132.49,252.18,47.46,33411.33
P1190,BrandD No,Apparel,BrandD,181.82,305.51,40.49,55547.83
P1191,BrandA Ability,Electronics,BrandC,101.14,199.61,49.33,20188.56
P1192,BrandC Tend,Personal Care,BrandD,174.33,290.29,39.95,50606.26
P1193,BrandD Tax,Electronics,BrandC,104.94,169.77,38.19,17815.66
P1194,BrandC Something,Apparel,BrandA,33.5,50.75,33.99,1700.12
P1195,BrandB Challenge,Home & Kitchen,BrandB,15.31,21.82,29.84,334.06
P1196,BrandC Better,Electronics,BrandC,61.87,103.64,40.3,6412.21
P1197,BrandA Own,Apparel,BrandB,154.11,252.57,38.98,38923.56
P1198,BrandB Your,Home & Kitchen,BrandC,166.23,285.33,41.74,47430.41
P1199,BrandC Door,Home & Kitchen,BrandC,23.69,38.43,38.36,910.41
